336,195,750,1145,1,66.667,28,36.227,3.19
336,195,750,1145,1,80,28,35.122,3.39
336,195,750,1145,1,40,28,34.611,3.11
336,195,750,1145,1,53.333,28,36.822,3.28
336,195,750,1145,1,66.667,28,35.717,3.33
336,195,750,1145,1,80,28,34.016,3.51
336,195,750,1145,1,66.667,28,34.611,3.09
336,195,750,1145,1,80,28,34.271,3.22
521,172,652,1080,1,40,28,64.886,5.28
521,172,652,1080,1,53.333,28,67.352,4.83
521,172,652,1080,1,40,28,66.841,4.88
521,172,652,1080,1,53.333,28,70.498,5.04
521,172,652,1080,1,66.667,28,68.457,5.32
521,172,652,1080,1,80,28,69.563,5.58
521,172,652,1080,1,40,28,71.689,4.52
521,172,652,1080,1,53.333,28,68.202,4.64
521,172,652,1080,1,66.667,28,70.073,4.83
521,172,652,1080,1,80,28,65.651,5.12
521,172,652,1080,1,66.667,28,69.733,4.74
521,172,652,1080,1,80,28,67.777,4.6
