550,137.5,682,1050.5,0.5,64.516,28,89.556,4.451
550,137.5,682,1050.5,1,64.516,28,92.106,4.851
550,137.5,682,1050.5,1.5,64.516,28,94.554,5.329
550,137.5,682,1050.5,0.5,80.645,28,88.74,4.617
550,137.5,682,1050.5,1,80.645,28,92.514,4.951
550,137.5,682,1050.5,1.5,80.645,28,94.86,5.319
550,137.5,682,1050.5,0.5,80,28,88.332,4.557
550,137.5,682,1050.5,1,80,28,93.432,4.895
550,137.5,682,1050.5,1.5,80,28,95.676,5.413
450,157.5,715.5,1053,0.5,64.516,28,70.788,3.84
450,157.5,715.5,1053,1,64.516,28,73.746,4.01
450,157.5,715.5,1053,1.5,64.516,28,77.418,4.212
450,157.5,715.5,1053,0.5,80.645,28,75.276,4.06
450,157.5,715.5,1053,1,80.645,28,77.928,4.2
450,157.5,715.5,1053,1.5,80.645,28,78.846,4.31
450,157.5,715.5,1053,0.5,80,28,69.36,3.94
450,157.5,715.5,1053,1,80,28,72.012,4.55
450,157.5,715.5,1053,1.5,80,28,80.172,4.69
350,157.5,798,1078,0.5,64.516,28,61.914,3.36
350,157.5,798,1078,1,64.516,28,65.382,4.04
350,157.5,798,1078,1.5,64.516,28,63.546,4.47
350,157.5,798,1078,0.5,80.645,28,56.916,3.63
350,157.5,798,1078,1,80.645,28,63.546,4.26
350,157.5,798,1078,1.5,80.645,28,65.484,4.71
350,157.5,798,1078,0.5,80,28,60.078,3.62
350,157.5,798,1078,1,80,28,60.894,4.18
350,157.5,798,1078,1.5,80,28,67.524,4.79
520,156,847,873,0.25,80,7,76.1,4.7684
520,156,847,873,0.25,80,28,92.3,5.5055
520,156,847,873,0.25,80,91,98.5,6.006
520,156,844,870,0.5,80,7,77.4,4.9686
520,156,844,870,0.5,80,28,93.8,5.8331
520,156,844,870,0.5,80,91,102,6.734
520,156,841,867,0.75,80,7,78.3,5.6056
520,156,841,867,0.75,80,28,95,6.6339
520,156,841,867,0.75,80,91,102.6,7.1617
520,156,838,863,1,80,7,79.9,6.6612
520,156,838,863,1,80,28,98.7,7.4347
520,156,838,863,1,80,91,104.3,8.008
400,140,754,1131,0.25,63.636,28,88.849,4.4746
400,140,751,1127,0.5,63.636,28,87.506,4.6264
400,140,746,1119,1,63.636,28,90.079,5.6412
400,140,740,1111,1.5,63.636,28,90.639,7.4343
400,140,747,1120,0.25,63.636,28,77.659,4.399
400,140,744,1116,0.5,63.636,28,76.428,4.3255
400,140,739,1108,1,63.636,28,80.232,5.5223
400,140,734,1100,1.5,63.636,28,81.351,7.2126
400,140,740,1109,0.25,63.636,28,69.154,4.4255
400,140,737,1106,0.5,63.636,28,72.064,4.212
400,140,732,1097,1,63.636,28,72.735,5.0853
400,140,726,1090,1.5,63.636,28,67.923,6.0526
595.4,170.7,725.5,930.6,1.0204,60,28,115.76,6.29
592.3,169.8,721.8,925.9,1.5223,60,28,122.78,6.39
606.8,176.1,750.5,865.9,1.5312,60,28,133.41,7.28
500,165,900,950,1.0191,60,28,145.84,6.56
300,221.6,690.3,679.3,0.5,75,7,14.436,1.61
300,221.6,690.3,679.3,0.5,75,28,21.313,2.52
300,225.4,682.8,671.8,1,75,7,14.733,2.04
300,225.4,682.8,671.8,1,75,28,22.164,3.05
300,230.8,671.1,660.1,1.5,75,7,15.382,2.1
300,230.8,671.1,660.1,1.5,75,28,22.855,3.31
300,241.8,616.6,543.8,0.5,75,7,11.544,1.2
300,241.8,616.6,543.8,0.5,75,28,17.678,1.95
300,250.7,602.7,531.7,1,75,7,12.023,1.46
300,250.7,602.7,531.7,1,75,28,18.496,2.31
300,255.9,593.6,523.5,1.5,75,7,12.225,1.52
300,255.9,593.6,523.5,1.5,75,28,19.24,2.46
300,252,548.8,416.2,0.5,75,7,10.067,1
300,252,548.8,416.2,0.5,75,28,15.137,1.61
300,263.9,543.4,409.3,1,75,7,10.545,1.14
300,263.9,543.4,409.3,1,75,28,15.86,1.88
300,266.6,534.4,406.3,1.5,75,7,11.023,1.34
300,266.6,534.4,406.3,1.5,75,28,16.413,2.2
300,265.6,488.6,298.8,0.5,75,7,7.7493,0.79
300,265.6,488.6,298.8,0.5,75,28,12.628,1.31
300,271.1,487,299.9,1,75,7,8.4721,1.02
300,271.1,487,299.9,1,75,28,13.373,1.59
300,277.1,476.2,293.3,1.5,75,7,8.9292,1.17
300,277.1,476.2,293.3,1.5,75,28,13.989,1.84
338,230.2,1049.2,760,0.5,80,28,31.9,2.67
338,230.2,1049.2,760,0.75,80,28,32.8,2.66
338,230.2,1049.2,760,1,80,28,34.2,2.74
338,230.2,1049.2,760,1.25,80,28,34.6,2.79
570,226,889,530,0.76433,55,28,21.932,2.821
570,226,889,530,0.76433,55,56,27.416,3.3579
230,762,400,1011,0.25,80,28,45.193,2.78
230,762,400,1011,5,80,28,45.648,3.09
230,762,400,1011,0.75,80,28,42.104,4.2967
230,762,400,1011,1,80,28,42.6,5.2133
230,762,400,1011,1.25,80,28,52.235,6.41
230,762,400,1011,1.5,80,28,52.604,6.1367
230,762,400,1011,1.75,80,28,52,7.05
400,160,750,1140,0.5,60,28,59.2,4.732
473,133,739,1052,0.5,63.636,28,96.733,6.9
473,133,739,1052,1,63.636,28,100.98,8.7
473,133,739,1052,1.5,63.636,28,104.17,10.8
473,133,739,1052,2,63.636,28,102.05,11.5
400,190,600,1120,0.5,54.545,28,41.403,4.37
400,190,600,1110,1,54.545,28,41.962,4.87
400,190,590,1110,1.5,54.545,28,42.41,5.43
450,158,610,1130,0.5,54.545,28,75.085,5.81
450,158,600,1120,1,54.545,28,75.532,6.49
450,158,600,1110,1.5,54.545,28,76.54,7.33
500,140,625,1160,0.5,54.545,28,96.793,6.48
500,140,620,1150,1,54.545,28,97.353,7.2
500,140,615,1140,1.5,54.545,28,98.808,7.98
400,172,730,1087,0.5,40,28,39.361,4.4762
400,172,730,1073,1,40,28,29.4,5.1429
400,172,730,1060,1.5,40,28,32.153,5.7143
400,172,730,1046,2,40,28,36.689,7.1619
267,160,829,1145,0.4,55.556,28,40.479,4.28
267,160,868,1105,0.4,46.667,28,41.17,3.84
267,160,770,1204,0.4,63.636,28,38.8,4.28
267,160,829,1145,0.4,56.452,28,41.701,4.26
267,160,770,1204,0.2,56.452,28,38.396,3.98
275,165,823,1137,0.5,56.452,28,44.274,4.37
283,170,837,1110,0.7,56.452,28,40.16,4.84
258,160,832,1150,0.4,56.452,28,34.399,3.98
415,195,752,1038,0.4,56.452,28,46.145,4.48
513,200,675,1012,0.4,56.452,28,48.271,5.11
415,166,838.55,1024.9,1,63.636,28,43.396,6.81
535,230,556,1079,1,54.545,28,43.699,3.5048
480,264,727.8,965.8,0.5,32.417,28,32.485,4.28
480,264,739.2,942.3,1,32.417,28,32.4,5.2
480,264,750.5,942.3,1.5,32.417,28,34.271,5.81
480,264,769.1,895.1,2,32.417,28,35.377,6.41
375,180,641,1140,1,82.667,28,31.295,4.28
321,180,624,1110,2,82.667,28,28.233,2.59
415,195,610,1182,0.5,42.667,28,34.611,3
415,195,610,1182,1,42.667,28,35.972,3.88
415,195,610,1182,1.5,42.667,28,43.626,5.17
511,195,576,1118,0.5,42.667,28,45.071,3.46
511,195,576,1118,1,42.667,28,52.044,4.62
511,195,576,1118,1.5,42.667,28,53.745,5.7
651,200,527,1022,0.5,42.667,28,55.786,4.32
651,200,527,1022,1,42.667,28,57.232,5.08
651,200,527,1022,1.5,42.667,28,62.164,7.25
286,166,739,1236,0.5,40,28,32.209,4.08
286,166,739,1214,1,40,28,32.953,4.18
286,166,739,1192,1.5,40,28,33.591,5
286,166,739,1170,2,40,28,34.973,5.82
286,166,739,1236,0.5,46.667,28,31.358,3.97
286,166,739,1214,1,46.667,28,32.74,4.69
286,166,739,1192,1.5,46.667,28,33.803,5.39
286,166,739,1170,2,46.667,28,34.654,5.93
286,166,739,1236,0.5,53.333,28,30.508,3.94
286,166,739,1214,1,53.333,28,31.571,4.66
286,166,739,1192,1.5,53.333,28,33.059,5.43
286,166,739,1170,2,53.333,28,33.803,6.65
336,195,750,1145,1,40,28,30.019,2.63
336,195,750,1145,1,53.333,28,30.359,2.72
336,195,750,1145,1,40,28,35.632,2.82
336,195,750,1145,1,53.333,28,35.207,2.98
